constituency,polling_booth,votes_cast,turnout_percentage,NOTA_votes,timestamp
Nagpur-4,C0012-B010,494,55.03,21,2024-05-13T15:25:00
Nagpur-4,C0012-B011,772,59.54,22,2024-05-13T14:59:00
Nagpur-4,C0012-B012,962,66.25,53,2024-05-13T08:43:00
Nagpur-4,C0012-B013,668,55.27,20,2024-05-13T10:40:00
Nagpur-4,C0012-B014,820,62.6,32,2024-05-13T12:42:00
Nagpur-4,C0012-B015,463,61.73,10,2024-05-13T08:59:00
Nagpur-4,C0012-B016,523,57.3,15,2024-05-13T08:27:00
Nagpur-4,C0012-B017,672,53.54,7,2024-05-13T15:32:00
Nagpur-4,C0012-B018,793,68.28,32,2024-05-13T16:10:00
Nagpur-4,C0012-B019,929,59.53,31,2024-05-13T07:22:00
Nagpur-4,C0012-B020,566,61.42,11,2024-05-13T12:59:00
Nagpur-4,C0012-B021,818,65.9,11,2024-05-13T08:08:00
Nagpur-4,C0012-B022,828,62.23,25,2024-05-13T08:10:00
Nagpur-4,C0012-B023,711,62.55,28,2024-05-13T07:49:00
Nagpur-4,C0012-B024,581,60.29,15,2024-05-13T17:22:00
Nagpur-4,C0012-B025,818,63.98,9,2024-05-13T15:05:00
Nagpur-4,C0012-B026,770,56.33,46,2024-05-13T09:53:00
Nagpur-4,C0012-B027,865,66.24,44,2024-05-13T17:43:00
Nagpur-4,C0012-B028,1143,82.24,13,2024-05-13T14:09:00
Nagpur-4,C0012-B029,982,76.42,7,2024-05-13T10:59:00
Nagpur-4,C0012-B030,1030,68.43,8,2024-05-13T11:41:00
Nagpur-4,C0012-B031,773,62.72,17,2024-05-13T12:46:00
Nagpur-4,C0012-B032,708,61.65,22,2024-05-13T10:54:00
Nagpur-4,C0012-B033,875,66.94,17,2024-05-13T10:28:00
Nagpur-4,C0012-B034,680,60.63,25,2024-05-13T16:33:00
Nagpur-4,C0012-B035,272,44.79,2,2024-05-13T14:22:00
Nashik-1,C0013-B001,712,61.01,11,2024-05-13T08:07:00
Nashik-1,C0013-B002,511,41.92,3,2024-05-13T16:16:00
Nashik-1,C0013-B003,750,60.95,7,2024-05-13T15:19:00
Nashik-1,C0013-B004,496,50.14,7,2024-05-13T07:37:00
Nashik-1,C0013-B005,630,56.24,31,2024-05-13T10:35:00
Nashik-1,C0013-B006,423,55.86,2,2024-05-13T15:05:00
Nashik-1,C0013-B007,877,60.88,36,2024-05-13T09:15:00
Nashik-1,C0013-B008,776,60.31,44,2024-05-13T13:54:00
Nashik-1,C0013-B009,904,59.9,43,2024-05-13T14:44:00
Nashik-1,C0013-B010,710,71.2,28,2024-05-13T10:27:00
Nashik-1,C0013-B011,851,76.26,12,2024-05-13T14:50:00
Nashik-1,C0013-B012,615,56.39,34,2024-05-13T09:19:00
Nashik-1,C0013-B013,570,51.85,31,2024-05-13T08:36:00
Nashik-1,C0013-B014,627,64.72,26,2024-05-13T13:31:00
Nashik-1,C0013-B015,557,56.4,15,2024-05-13T17:49:00
Nashik-1,C0013-B016,451,50.79,16,2024-05-13T09:46:00
Nashik-1,C0013-B017,517,42.82,5,2024-05-13T14:13:00
Nashik-1,C0013-B018,585,47.05,24,2024-05-13T10:19:00
Nashik-1,C0013-B019,563,57.95,7,2024-05-13T08:09:00
Nashik-1,C0013-B020,575,57.13,6,2024-05-13T14:04:00
Nashik-1,C0013-B021,832,59.61,28,2024-05-13T14:26:00
Nashik-1,C0013-B022,422,53.19,3,2024-05-13T12:00:00
Nashik-1,C0013-B023,701,51.29,41,2024-05-13T08:47:00
Nashik-1,C0013-B024,748,59.25,8,2024-05-13T15:35:00
Nashik-1,C0013-B025,655,45.68,18,2024-05-13T11:48:00
Nashik-1,C0013-B026,623,52.77,11,2024-05-13T07:44:00
Nashik-1,C0013-B027,697,60.57,31,2024-05-13T09:49:00
Nashik-1,C0013-B028,661,61.11,26,2024-05-13T08:36:00
Nashik-1,C0013-B029,814,65.03,22,2024-05-13T13:33:00
Nashik-1,C0013-B030,679,53.36,40,2024-05-13T09:19:00
Nashik-1,C0013-B031,642,55.95,35,2024-05-13T12:31:00
Nashik-1,C0013-B032,566,58.54,11,2024-05-13T15:58:00
Nashik-1,C0013-B033,595,57.03,35,2024-05-13T13:55:00
Nashik-1,C0013-B034,541,55.58,4,2024-05-13T07:37:00
Nashik-1,C0013-B035,775,61.56,25,2024-05-13T16:16:00
Nashik-2,C0014-B001,881,67.71,12,2024-05-13T10:58:00
Nashik-2,C0014-B002,606,62.84,20,2024-05-13T17:57:00
Nashik-2,C0014-B003,865,62.52,42,2024-05-13T13:32:00
Nashik-2,C0014-B004,469,60.55,18,2024-05-13T11:35:00
Nashik-2,C0014-B005,751,62.25,12,2024-05-13T15:05:00
Nashik-2,C0014-B006,647,58.61,37,2024-05-13T16:22:00
Nashik-2,C0014-B007,763,77.39,9,2024-05-13T07:05:00
Nashik-2,C0014-B008,943,58.94,31,2024-05-13T07:04:00
Nashik-2,C0014-B009,914,61.81,41,2024-05-13T09:33:00
Nashik-2,C0014-B010,788,66.2,14,2024-05-13T13:54:00
Nashik-2,C0014-B011,642,65.45,33,2024-05-13T14:21:00
Nashik-2,C0014-B012,628,57.84,24,2024-05-13T10:56:00
Nashik-2,C0014-B013,335,70.56,12,2024-05-13T17:05:00
Nashik-2,C0014-B014,797,78.62,29,2024-05-13T12:24:00
Nashik-2,C0014-B015,599,57.16,33,2024-05-13T10:41:00
Nashik-2,C0014-B016,1069,87.49,37,2024-05-13T08:25:00
Nashik-2,C0014-B017,596,64.61,17,2024-05-13T15:33:00
Nashik-2,C0014-B018,526,62.33,29,2024-05-13T14:48:00
Nashik-2,C0014-B019,666,60.2,39,2024-05-13T14:19:00
Nashik-2,C0014-B020,685,59.93,39,2024-05-13T08:55:00
Nashik-2,C0014-B021,594,66.92,28,2024-05-13T14:24:00
Nashik-2,C0014-B022,545,58.93,32,2024-05-13T11:16:00
Nashik-2,C0014-B023,741,59.48,13,2024-05-13T10:05:00
Nashik-2,C0014-B024,482,58.54,2,2024-05-13T14:28:00
Nashik-2,C0014-B025,748,70.86,36,2024-05-13T13:46:00
Nashik-2,C0014-B026,755,57.64,19,2024-05-13T15:28:00
Nashik-2,C0014-B027,791,73.94,21,2024-05-13T15:29:00
Nashik-2,C0014-B028,800,65.59,12,2024-05-13T15:51:00
Nashik-2,C0014-B029,784,71.95,6,2024-05-13T08:38:00
Nashik-2,C0014-B030,935,71.12,5,2024-05-13T17:33:00
Nashik-2,C0014-B031,747,66.52,31,2024-05-13T16:02:00
Nashik-2,C0014-B032,867,55.5,28,2024-05-13T07:47:00
Nashik-2,C0014-B033,772,70.0,24,2024-05-13T08:38:00
Nashik-2,C0014-B034,688,64.17,26,2024-05-13T08:43:00
Nashik-2,C0014-B035,835,75.46,32,2024-05-13T09:47:00
Nashik-3,C0015-B001,346,82.86,16,2024-05-13T08:27:00
Nashik-3,C0015-B002,602,66.39,16,2024-05-13T16:23:00
Nashik-3,C0015-B003,912,74.27,11,2024-05-13T14:55:00
Nashik-3,C0015-B004,495,64.4,23,2024-05-13T09:34:00
Nashik-3,C0015-B005,902,71.0,47,2024-05-13T08:23:00
Nashik-3,C0015-B006,616,70.01,17,2024-05-13T08:46:00
Nashik-3,C0015-B007,676,66.88,22,2024-05-13T15:57:00
Nashik-3,C0015-B008,707,56.94,24,2024-05-13T11:20:00
Nashik-3,C0015-B009,280,73.96,8,2024-05-13T16:18:00
Nashik-3,C0015-B010,514,70.61,16,2024-05-13T13:18:00
Nashik-3,C0015-B011,672,61.96,15,2024-05-13T08:10:00
Nashik-3,C0015-B012,770,71.7,11,2024-05-13T12:04:00
Nashik-3,C0015-B013,728,66.94,25,2024-05-13T13:04:00
Nashik-3,C0015-B014,791,65.33,20,2024-05-13T09:50:00
Nashik-3,C0015-B015,950,65.65,15,2024-05-13T14:48:00
Nashik-3,C0015-B016,916,64.85,21,2024-05-13T13:12:00
Nashik-3,C0015-B017,655,64.2,34,2024-05-13T10:52:00
Nashik-3,C0015-B018,836,67.54,10,2024-05-13T08:57:00
Nashik-3,C0015-B019,808,64.76,28,2024-05-13T09:58:00
Nashik-3,C0015-B020,840,65.08,6,2024-05-13T08:15:00
Nashik-3,C0015-B021,679,61.13,14,2024-05-13T08:39:00
Nashik-3,C0015-B022,1003,71.84,34,2024-05-13T07:51:00
Nashik-3,C0015-B023,668,63.26,37,2024-05-13T14:00:00
Nashik-3,C0015-B024,436,70.35,4,2024-05-13T16:38:00
Nashik-3,C0015-B025,707,63.76,22,2024-05-13T13:52:00
Nashik-3,C0015-B026,1029,75.76,7,2024-05-13T07:41:00
Nashik-3,C0015-B027,715,75.25,36,2024-05-13T08:42:00
Nashik-3,C0015-B028,640,67.54,12,2024-05-13T12:22:00
Nashik-3,C0015-B029,593,60.48,30,2024-05-13T12:37:00
Nashik-3,C0015-B030,549,66.48,8,2024-05-13T10:30:00
Nashik-3,C0015-B031,688,66.81,40,2024-05-13T07:14:00
Nashik-3,C0015-B032,692,72.93,8,2024-05-13T08:36:00
Nashik-3,C0015-B033,952,69.75,53,2024-05-13T14:36:00
Nashik-3,C0015-B034,846,68.31,13,2024-05-13T07:47:00
Nashik-3,C0015-B035,808,63.98,32,2024-05-13T07:59:00
Nashik-4,C0016-B001,606,72.95,16,2024-05-13T07:33:00
Nashik-4,C0016-B002,534,60.22,12,2024-05-13T15:30:00
Nashik-4,C0016-B003,592,67.67,15,2024-05-13T08:39:00
Nashik-4,C0016-B004,710,57.63,17,2024-05-13T08:09:00
Nashik-4,C0016-B005,822,59.16,30,2024-05-13T17:01:00
Nashik-4,C0016-B006,506,59.55,25,2024-05-13T14:05:00
Nashik-4,C0016-B007,792,67.89,36,2024-05-13T13:40:00
Nashik-4,C0016-B008,826,63.85,8,2024-05-13T12:06:00
Nashik-4,C0016-B009,404,65.62,15,2024-05-13T14:17:00
Nashik-4,C0016-B010,704,67.77,36,2024-05-13T08:43:00
Nashik-4,C0016-B011,1044,76.25,61,2024-05-13T08:04:00
Nashik-4,C0016-B012,769,55.67,43,2024-05-13T07:43:00
Nashik-4,C0016-B013,906,68.23,17,2024-05-13T11:00:00
Nashik-4,C0016-B014,711,71.19,25,2024-05-13T15:23:00
Nashik-4,C0016-B015,496,62.54,26,2024-05-13T11:45:00
Nashik-4,C0016-B016,764,71.7,20,2024-05-13T17:28:00
Nashik-4,C0016-B017,614,58.61,27,2024-05-13T10:25:00
Nashik-4,C0016-B018,278,58.33,13,2024-05-13T11:12:00
Nashik-4,C0016-B019,441,55.35,14,2024-05-13T15:53:00
Nashik-4,C0016-B020,807,69.41,15,2024-05-13T10:03:00
Nashik-4,C0016-B021,780,53.5,31,2024-05-13T07:19:00
Nashik-4,C0016-B022,906,73.3,22,2024-05-13T07:53:00
Nashik-4,C0016-B023,743,60.78,22,2024-05-13T07:34:00
Nashik-4,C0016-B024,932,62.49,30,2024-05-13T09:40:00
Nashik-4,C0016-B025,595,59.54,18,2024-05-13T10:08:00
Nashik-4,C0016-B026,921,66.61,46,2024-05-13T11:35:00
Nashik-4,C0016-B027,852,67.63,4,2024-05-13T12:42:00
Nashik-4,C0016-B028,726,64.39,42,2024-05-13T12:56:00
Nashik-4,C0016-B029,734,61.86,6,2024-05-13T12:07:00
Nashik-4,C0016-B030,375,51.35,13,2024-05-13T10:55:00
Nashik-4,C0016-B031,732,66.39,30,2024-05-13T10:43:00
Nashik-4,C0016-B032,677,52.17,23,2024-05-13T07:18:00
Nashik-4,C0016-B033,663,69.98,23,2024-05-13T15:10:00
Nashik-4,C0016-B034,653,57.87,18,2024-05-13T15:15:00
Nashik-4,C0016-B035,579,52.94,16,2024-05-13T16:25:00
Aurangabad-1,C0017-B001,698,67.94,15,2024-05-13T12:37:00
Aurangabad-1,C0017-B002,903,84.5,47,2024-05-13T11:21:00
Aurangabad-1,C0017-B003,441,64.84,24,2024-05-13T15:22:00
Aurangabad-1,C0017-B004,673,61.54,5,2024-05-13T09:53:00
Aurangabad-1,C0017-B005,629,67.69,23,2024-05-13T14:56:00
Aurangabad-1,C0017-B006,943,85.09,44,2024-05-13T13:11:00
Aurangabad-1,C0017-B007,507,70.69,3,2024-05-13T14:57:00
Aurangabad-1,C0017-B008,883,67.42,51,2024-05-13T12:19:00
Aurangabad-1,C0017-B009,1035,75.84,61,2024-05-13T11:44:00
Aurangabad-1,C0017-B010,533,67.27,3,2024-05-13T10:49:00
Aurangabad-1,C0017-B011,856,73.35,16,2024-05-13T15:55:00
Aurangabad-1,C0017-B012,624,67.06,35,2024-05-13T15:25:00
Aurangabad-1,C0017-B013,805,66.81,46,2024-05-13T14:51:00
Aurangabad-1,C0017-B014,530,60.78,18,2024-05-13T08:23:00
Aurangabad-1,C0017-B015,1076,66.72,5,2024-05-13T09:08:00
Aurangabad-1,C0017-B016,697,65.2,19,2024-05-13T14:51:00
Aurangabad-1,C0017-B017,643,68.61,10,2024-05-13T17:37:00
Aurangabad-1,C0017-B018,624,59.91,10,2024-05-13T15:35:00
Aurangabad-1,C0017-B019,720,66.26,3,2024-05-13T07:55:00
Aurangabad-1,C0017-B020,806,71.22,41,2024-05-13T14:30:00
Aurangabad-1,C0017-B021,812,66.93,39,2024-05-13T12:35:00
Aurangabad-1,C0017-B022,822,68.24,48,2024-05-13T08:42:00
Aurangabad-1,C0017-B023,860,69.45,13,2024-05-13T07:43:00
Aurangabad-1,C0017-B024,1048,79.05,37,2024-05-13T16:55:00
Aurangabad-1,C0017-B025,700,54.91,37,2024-05-13T12:03:00
Aurangabad-1,C0017-B026,749,61.83,43,2024-05-13T09:57:00
Aurangabad-1,C0017-B027,725,64.42,23,2024-05-13T08:35:00
Aurangabad-1,C0017-B028,732,63.19,27,2024-05-13T07:05:00
Aurangabad-1,C0017-B029,527,58.24,4,2024-05-13T15:18:00
Aurangabad-1,C0017-B030,811,87.15,12,2024-05-13T13:20:00
Aurangabad-1,C0017-B031,868,62.02,31,2024-05-13T11:15:00
Aurangabad-1,C0017-B032,670,62.54,6,2024-05-13T16:41:00
Aurangabad-1,C0017-B033,799,66.6,15,2024-05-13T11:04:00
Aurangabad-1,C0017-B034,686,67.44,28,2024-05-13T11:30:00
Aurangabad-1,C0017-B035,706,67.39,15,2024-05-13T11:13:00
Aurangabad-2,C0018-B001,973,74.71,11,2024-05-13T09:46:00
Aurangabad-2,C0018-B002,1048,64.1,39,2024-05-13T11:01:00
Aurangabad-2,C0018-B003,823,73.99,9,2024-05-13T12:54:00
Aurangabad-2,C0018-B004,639,63.14,30,2024-05-13T09:43:00
Aurangabad-2,C0018-B005,704,71.26,11,2024-05-13T11:05:00
Aurangabad-2,C0018-B006,795,67.8,21,2024-05-13T12:20:00
Aurangabad-2,C0018-B007,814,68.38,40,2024-05-13T14:37:00
Aurangabad-2,C0018-B008,984,67.16,12,2024-05-13T14:19:00
Aurangabad-2,C0018-B009,879,64.51,48,2024-05-13T13:27:00
Aurangabad-2,C0018-B010,787,76.42,38,2024-05-13T12:26:00
Aurangabad-2,C0018-B011,436,57.7,23,2024-05-13T16:51:00
Aurangabad-2,C0018-B012,876,68.49,12,2024-05-13T09:37:00
Aurangabad-2,C0018-B013,568,66.83,7,2024-05-13T10:15:00
Aurangabad-2,C0018-B014,581,62.2,26,2024-05-13T16:49:00
Aurangabad-2,C0018-B015,687,74.86,9,2024-05-13T08:26:00
Aurangabad-2,C0018-B016,853,67.68,7,2024-05-13T08:26:00
Aurangabad-2,C0018-B017,915,72.75,32,2024-05-13T12:48:00
Aurangabad-2,C0018-B018,733,72.16,16,2024-05-13T14:38:00
Aurangabad-2,C0018-B019,527,64.22,18,2024-05-13T07:48:00
Aurangabad-2,C0018-B020,627,72.81,30,2024-05-13T13:10:00
Aurangabad-2,C0018-B021,912,65.23,45,2024-05-13T10:14:00
Aurangabad-2,C0018-B022,946,67.35,20,2024-05-13T12:03:00
Aurangabad-2,C0018-B023,992,78.42,41,2024-05-13T16:56:00
Aurangabad-2,C0018-B024,646,73.16,32,2024-05-13T16:25:00
Aurangabad-2,C0018-B025,634,69.58,11,2024-05-13T10:12:00
Aurangabad-2,C0018-B026,609,77.73,6,2024-05-13T10:42:00
Aurangabad-2,C0018-B027,673,64.06,37,2024-05-13T10:47:00
Aurangabad-2,C0018-B028,814,72.72,4,2024-05-13T09:37:00
Aurangabad-2,C0018-B029,738,64.43,23,2024-05-13T17:56:00
Aurangabad-2,C0018-B030,602,63.66,21,2024-05-13T10:20:00
Aurangabad-2,C0018-B031,968,71.12,58,2024-05-13T10:09:00
Aurangabad-2,C0018-B032,711,68.91,14,2024-05-13T15:43:00
Aurangabad-2,C0018-B033,745,58.71,8,2024-05-13T16:34:00
Aurangabad-2,C0018-B034,576,69.09,11,2024-05-13T15:06:00
Aurangabad-2,C0018-B035,424,69.0,13,2024-05-13T10:28:00
Aurangabad-3,C0019-B001,653,54.98,23,2024-05-13T16:05:00
Aurangabad-3,C0019-B002,480,64.9,14,2024-05-13T10:08:00
Aurangabad-3,C0019-B003,719,74.86,24,2024-05-13T07:37:00
Aurangabad-3,C0019-B004,659,62.31,18,2024-05-13T15:47:00
Aurangabad-3,C0019-B005,399,57.49,8,2024-05-13T15:30:00
Aurangabad-3,C0019-B006,516,60.22,9,2024-05-13T17:15:00
Aurangabad-3,C0019-B007,758,71.21,25,2024-05-13T17:43:00
Aurangabad-3,C0019-B008,1059,85.9,16,2024-05-13T09:20:00
Aurangabad-3,C0019-B009,766,61.25,7,2024-05-13T12:37:00
Aurangabad-3,C0019-B010,738,52.88,10,2024-05-13T17:38:00
Aurangabad-3,C0019-B011,484,47.43,14,2024-05-13T13:35:00
Aurangabad-3,C0019-B012,653,58.28,3,2024-05-13T10:35:00
Aurangabad-3,C0019-B013,768,64.08,30,2024-05-13T07:47:00
Aurangabad-3,C0019-B014,358,52.48,9,2024-05-13T08:58:00
Aurangabad-3,C0019-B015,712,64.73,6,2024-05-13T13:49:00
Aurangabad-3,C0019-B016,694,65.85,10,2024-05-13T09:06:00
Aurangabad-3,C0019-B017,878,67.96,14,2024-05-13T10:32:00
Aurangabad-3,C0019-B018,588,60.4,7,2024-05-13T12:36:00
Aurangabad-3,C0019-B019,624,58.77,33,2024-05-13T15:52:00
Aurangabad-3,C0019-B020,500,53.86,8,2024-05-13T09:11:00
Aurangabad-3,C0019-B021,456,56.39,3,2024-05-13T09:32:00
Aurangabad-3,C0019-B022,811,74.66,22,2024-05-13T17:45:00
Aurangabad-3,C0019-B023,645,68.22,9,2024-05-13T11:10:00
Aurangabad-3,C0019-B024,398,49.67,22,2024-05-13T07:31:00
Aurangabad-3,C0019-B025,1085,70.55,7,2024-05-13T11:26:00
Aurangabad-3,C0019-B026,894,68.04,20,2024-05-13T08:01:00
Aurangabad-3,C0019-B027,458,69.08,21,2024-05-13T12:28:00
Aurangabad-3,C0019-B028,726,62.41,30,2024-05-13T07:30:00
Aurangabad-3,C0019-B029,633,64.48,11,2024-05-13T16:42:00
Aurangabad-3,C0019-B030,690,65.02,20,2024-05-13T07:04:00
Aurangabad-3,C0019-B031,964,78.03,40,2024-05-13T14:43:00
Aurangabad-3,C0019-B032,402,69.96,23,2024-05-13T14:03:00
Aurangabad-3,C0019-B033,936,66.46,28,2024-05-13T09:11:00
Aurangabad-3,C0019-B034,628,58.65,22,2024-05-13T11:47:00
Aurangabad-3,C0019-B035,737,60.87,5,2024-05-13T09:08:00
Aurangabad-4,C0020-B001,829,64.53,23,2024-05-13T12:10:00
Aurangabad-4,C0020-B002,586,63.32,5,2024-05-13T17:12:00
Aurangabad-4,C0020-B003,797,69.02,19,2024-05-13T13:50:00
Aurangabad-4,C0020-B004,687,68.23,32,2024-05-13T10:51:00
Aurangabad-4,C0020-B005,605,63.48,11,2024-05-13T15:51:00
Aurangabad-4,C0020-B006,528,66.54,27,2024-05-13T09:39:00
Aurangabad-4,C0020-B007,669,71.64,23,2024-05-13T15:59:00
Aurangabad-4,C0020-B008,1154,83.31,37,2024-05-13T07:26:00
Aurangabad-4,C0020-B009,789,77.24,32,2024-05-13T10:07:00
Aurangabad-4,C0020-B010,959,61.12,48,2024-05-13T09:54:00
Aurangabad-4,C0020-B011,897,74.61,43,2024-05-13T11:20:00
Aurangabad-4,C0020-B012,677,72.27,4,2024-05-13T09:15:00
Aurangabad-4,C0020-B013,888,66.77,49,2024-05-13T12:19:00
Aurangabad-4,C0020-B014,700,67.31,13,2024-05-13T16:53:00
Aurangabad-4,C0020-B015,707,56.59,29,2024-05-13T15:33:00
Aurangabad-4,C0020-B016,725,64.75,23,2024-05-13T08:42:00
Aurangabad-4,C0020-B017,418,62.55,16,2024-05-13T07:49:00
Aurangabad-4,C0020-B018,554,67.66,22,2024-05-13T13:07:00
Aurangabad-4,C0020-B019,668,71.14,19,2024-05-13T12:19:00
Aurangabad-4,C0020-B020,789,60.39,7,2024-05-13T08:00:00
Aurangabad-4,C0020-B021,632,53.45,15,2024-05-13T13:31:00
Aurangabad-4,C0020-B022,859,68.69,7,2024-05-13T07:18:00
Aurangabad-4,C0020-B023,861,65.61,38,2024-05-13T17:06:00
Aurangabad-4,C0020-B024,530,66.77,29,2024-05-13T15:50:00
Aurangabad-4,C0020-B025,1028,69.11,56,2024-05-13T08:20:00
Aurangabad-4,C0020-B026,860,65.55,27,2024-05-13T07:46:00
Aurangabad-4,C0020-B027,725,68.03,14,2024-05-13T12:04:00
Aurangabad-4,C0020-B028,546,66.27,24,2024-05-13T16:32:00
Aurangabad-4,C0020-B029,746,63.22,42,2024-05-13T08:27:00
Aurangabad-4,C0020-B030,723,67.29,32,2024-05-13T15:17:00
Aurangabad-4,C0020-B031,656,74.81,31,2024-05-13T08:08:00
Aurangabad-4,C0020-B032,977,80.19,49,2024-05-13T12:42:00
Aurangabad-4,C0020-B033,497,69.51,22,2024-05-13T11:31:00
Aurangabad-4,C0020-B034,935,70.76,7,2024-05-13T16:27:00
Aurangabad-4,C0020-B035,580,62.96,18,2024-05-13T16:45:00
Bengaluru-1,C0021-B001,794,68.81,37,2024-05-13T09:18:00
Bengaluru-1,C0021-B002,708,71.44,33,2024-05-13T15:29:00
Bengaluru-1,C0021-B003,746,65.75,19,2024-05-13T12:31:00
Bengaluru-1,C0021-B004,713,74.48,23,2024-05-13T08:56:00
Bengaluru-1,C0021-B005,781,90.79,36,2024-05-13T17:15:00
Bengaluru-1,C0021-B006,774,86.98,25,2024-05-13T08:14:00
Bengaluru-1,C0021-B007,585,60.13,16,2024-05-13T11:12:00
Bengaluru-1,C0021-B008,562,68.54,11,2024-05-13T12:36:00
Bengaluru-1,C0021-B009,962,70.82,42,2024-05-13T17:18:00
Bengaluru-1,C0021-B010,703,69.5,38,2024-05-13T17:41:00
Bengaluru-1,C0021-B011,814,76.51,23,2024-05-13T07:30:00
Bengaluru-1,C0021-B012,731,71.39,28,2024-05-13T16:33:00
Bengaluru-1,C0021-B013,872,63.15,47,2024-05-13T08:19:00
Bengaluru-1,C0021-B014,907,70.44,12,2024-05-13T15:56:00
Bengaluru-1,C0021-B015,853,81.09,46,2024-05-13T10:31:00
Bengaluru-1,C0021-B016,733,73.03,13,2024-05-13T09:05:00
Bengaluru-1,C0021-B017,806,78.38,19,2024-05-13T10:31:00
Bengaluru-1,C0021-B018,821,76.87,23,2024-05-13T16:37:00
Bengaluru-1,C0021-B019,821,71.67,31,2024-05-13T13:16:00
Bengaluru-1,C0021-B020,823,70.16,13,2024-05-13T12:32:00
Bengaluru-1,C0021-B021,759,67.52,38,2024-05-13T14:56:00
Bengaluru-1,C0021-B022,781,71.27,10,2024-05-13T17:45:00
Bengaluru-1,C0021-B023,405,67.59,16,2024-05-13T08:25:00
Bengaluru-1,C0021-B024,865,70.66,6,2024-05-13T17:03:00
Bengaluru-1,C0021-B025,1025,78.17,6,2024-05-13T17:38:00
Bengaluru-1,C0021-B026,608,68.79,5,2024-05-13T17:52:00
Bengaluru-1,C0021-B027,618,65.87,35,2024-05-13T09:42:00
Bengaluru-1,C0021-B028,1202,79.39,10,2024-05-13T09:07:00
Bengaluru-1,C0021-B029,656,70.84,23,2024-05-13T09:22:00
Bengaluru-1,C0021-B030,905,81.9,22,2024-05-13T09:34:00
Bengaluru-1,C0021-B031,955,74.29,32,2024-05-13T17:23:00
Bengaluru-1,C0021-B032,714,66.4,23,2024-05-13T09:56:00
Bengaluru-1,C0021-B033,1194,79.26,67,2024-05-13T10:37:00
Bengaluru-1,C0021-B034,1254,70.45,17,2024-05-13T15:21:00
Bengaluru-1,C0021-B035,1010,85.46,30,2024-05-13T12:56:00
Bengaluru-2,C0022-B001,673,66.02,21,2024-05-13T13:22:00
Bengaluru-2,C0022-B002,853,68.41,33,2024-05-13T08:05:00
Bengaluru-2,C0022-B003,718,57.5,26,2024-05-13T07:58:00
Bengaluru-2,C0022-B004,918,74.57,21,2024-05-13T08:02:00
Bengaluru-2,C0022-B005,583,79.85,23,2024-05-13T07:16:00
Bengaluru-2,C0022-B006,793,68.18,6,2024-05-13T08:47:00
Bengaluru-2,C0022-B007,676,52.83,5,2024-05-13T14:35:00
Bengaluru-2,C0022-B008,504,60.37,8,2024-05-13T14:21:00
Bengaluru-2,C0022-B009,699,83.67,19,2024-05-13T11:54:00
Bengaluru-2,C0022-B010,929,67.0,32,2024-05-13T10:21:00
Bengaluru-2,C0022-B011,679,68.21,10,2024-05-13T14:35:00
Bengaluru-2,C0022-B012,355,63.63,8,2024-05-13T08:06:00
Bengaluru-2,C0022-B013,989,72.21,20,2024-05-13T12:03:00
Bengaluru-2,C0022-B014,763,66.6,13,2024-05-13T10:04:00
Bengaluru-2,C0022-B015,740,64.7,9,2024-05-13T14:05:00
Bengaluru-2,C0022-B016,1029,69.19,19,2024-05-13T14:09:00
Bengaluru-2,C0022-B017,810,57.62,15,2024-05-13T13:38:00
Bengaluru-2,C0022-B018,691,69.67,13,2024-05-13T12:16:00
Bengaluru-2,C0022-B019,833,66.33,21,2024-05-13T11:13:00
Bengaluru-2,C0022-B020,1155,80.0,27,2024-05-13T15:59:00
Bengaluru-2,C0022-B021,902,67.39,24,2024-05-13T12:28:00
Bengaluru-2,C0022-B022,563,59.28,7,2024-05-13T11:50:00
Bengaluru-2,C0022-B023,666,73.92,18,2024-05-13T17:34:00
Bengaluru-2,C0022-B024,747,66.76,20,2024-05-13T10:42:00
Bengaluru-2,C0022-B025,599,69.82,20,2024-05-13T16:09:00
Bengaluru-2,C0022-B026,587,67.89,33,2024-05-13T11:33:00
Bengaluru-2,C0022-B027,794,69.93,40,2024-05-13T17:57:00
Bengaluru-2,C0022-B028,615,68.25,30,2024-05-13T10:08:00
Bengaluru-2,C0022-B029,399,67.65,14,2024-05-13T15:00:00
Bengaluru-2,C0022-B030,1085,72.67,38,2024-05-13T14:02:00
Bengaluru-2,C0022-B031,511,67.24,26,2024-05-13T14:42:00
Bengaluru-2,C0022-B032,453,62.84,12,2024-05-13T09:06:00
Bengaluru-2,C0022-B033,749,67.78,10,2024-05-13T07:30:00
Bengaluru-2,C0022-B034,688,70.05,30,2024-05-13T17:24:00
Bengaluru-2,C0022-B035,1015,65.46,40,2024-05-13T11:56:00
Bengaluru-3,C0023-B001,714,57.97,29,2024-05-13T08:14:00
Bengaluru-3,C0023-B002,875,66.65,48,2024-05-13T07:36:00
Bengaluru-3,C0023-B003,769,71.47,26,2024-05-13T08:37:00
Bengaluru-3,C0023-B004,906,61.96,50,2024-05-13T14:45:00
Bengaluru-3,C0023-B005,738,65.96,31,2024-05-13T11:35:00
Bengaluru-3,C0023-B006,548,59.33,8,2024-05-13T16:14:00
Bengaluru-3,C0023-B007,831,63.63,12,2024-05-13T13:22:00
Bengaluru-3,C0023-B008,657,48.58,10,2024-05-13T13:52:00
Bengaluru-3,C0023-B009,558,58.6,8,2024-05-13T16:55:00
